Epoch 9/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1192.0281s, PSNR sobel: 31.90 dB, PSNR canny: 31.89 dB, Val PSNR sobel: 34.12 dB, Val PSNR canny: 34.13 dB
Epoch 10/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1206.1055s, PSNR sobel: 31.92 dB, PSNR canny: 31.91 dB, Val PSNR sobel: 34.08 dB, Val PSNR canny: 34.10 dB
Epoch 11/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1216.0501s, PSNR sobel: 31.94 dB, PSNR canny: 31.93 dB, Val PSNR sobel: 34.12 dB, Val PSNR canny: 34.13 dB
Epoch 12/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1221.2280s, PSNR sobel: 31.95 dB, PSNR canny: 31.94 dB, Val PSNR sobel: 34.16 dB, Val PSNR canny: 34.14 dB
Epoch 13/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1227.1382s, PSNR sobel: 31.98 dB, PSNR canny: 31.97 dB, Val PSNR sobel: 34.12 dB, Val PSNR canny: 34.15 dB
Epoch 14/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1228.7674s, PSNR sobel: 31.99 dB, PSNR canny: 31.98 dB, Val PSNR sobel: 34.10 dB, Val PSNR canny: 34.13 dB
Epoch 15/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1232.0356s, PSNR sobel: 32.01 dB, PSNR canny: 32.00 dB, Val PSNR sobel: 34.11 dB, Val PSNR canny: 34.16 dB
Epoch 16/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1234.6052s, PSNR sobel: 32.02 dB, PSNR canny: 32.01 dB, Val PSNR sobel: 34.17 dB, Val PSNR canny: 34.16 dB
Epoch 17/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1254.0759s, PSNR sobel: 32.08 dB, PSNR canny: 32.07 dB, Val PSNR sobel: 34.18 dB, Val PSNR canny: 34.21 dB
Epoch 18/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1403.7707s, PSNR sobel: 32.09 dB, PSNR canny: 32.07 dB, Val PSNR sobel: 34.21 dB, Val PSNR canny: 34.23 dB
Epoch 19/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1190.4007s, PSNR sobel: 32.10 dB, PSNR canny: 32.09 dB, Val PSNR sobel: 34.22 dB, Val PSNR canny: 34.24 dB
Epoch 20/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1161.7242s, PSNR sobel: 32.10 dB, PSNR canny: 32.09 dB, Val PSNR sobel: 34.20 dB, Val PSNR canny: 34.19 dB
Epoch 21/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1160.3165s, PSNR sobel: 32.12 dB, PSNR canny: 32.10 dB, Val PSNR sobel: 34.20 dB, Val PSNR canny: 34.21 dB
Epoch 22/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1162.5078s, PSNR sobel: 32.11 dB, PSNR canny: 32.10 dB, Val PSNR sobel: 34.18 dB, Val PSNR canny: 34.20 dB
Epoch 23/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1160.7256s, PSNR sobel: 32.13 dB, PSNR canny: 32.12 dB, Val PSNR sobel: 34.20 dB, Val PSNR canny: 34.24 dB
Epoch 24/24, Loss sobel: 0.0007, Loss canny: 0.0007, Time training: 1162.4189s, PSNR sobel: 32.12 dB, PSNR canny: 32.11 dB, Val PSNR sobel: 34.21 dB, Val PSNR canny: 34.23 dB
Epoch 1/24, Loss sobel: 0.0023, Loss canny: 0.0023, Time training: 898.6499s, PSNR sobel: 27.00 dB, PSNR canny: 27.04 dB, Val PSNR sobel: 28.61 dB, Val PSNR canny: 28.60 dB
Epoch 2/24, Loss sobel: 0.0019, Loss canny: 0.0018, Time training: 847.3895s, PSNR sobel: 27.73 dB, PSNR canny: 27.73 dB, Val PSNR sobel: 29.11 dB, Val PSNR canny: 29.11 dB
Epoch 3/24, Loss sobel: 0.0018, Loss canny: 0.0018, Time training: 851.9782s, PSNR sobel: 27.93 dB, PSNR canny: 27.94 dB, Val PSNR sobel: 29.34 dB, Val PSNR canny: 29.39 dB
Epoch 4/24, Loss sobel: 0.0017, Loss canny: 0.0017, Time training: 848.9839s, PSNR sobel: 28.06 dB, PSNR canny: 28.06 dB, Val PSNR sobel: 29.43 dB, Val PSNR canny: 29.43 dB
Epoch 5/24, Loss sobel: 0.0017, Loss canny: 0.0017, Time training: 846.4869s, PSNR sobel: 28.13 dB, PSNR canny: 28.13 dB, Val PSNR sobel: 29.60 dB, Val PSNR canny: 29.63 dB
Epoch 6/24, Loss sobel: 0.0017, Loss canny: 0.0017, Time training: 848.9856s, PSNR sobel: 28.18 dB, PSNR canny: 28.18 dB, Val PSNR sobel: 29.69 dB, Val PSNR canny: 29.69 dB
Epoch 7/24, Loss sobel: 0.0017, Loss canny: 0.0017, Time training: 850.1961s, PSNR sobel: 28.23 dB, PSNR canny: 28.23 dB, Val PSNR sobel: 29.72 dB, Val PSNR canny: 29.71 dB
Epoch 8/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 845.8875s, PSNR sobel: 28.26 dB, PSNR canny: 28.27 dB, Val PSNR sobel: 29.73 dB, Val PSNR canny: 29.71 dB
Epoch 9/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 850.8929s, PSNR sobel: 28.36 dB, PSNR canny: 28.36 dB, Val PSNR sobel: 29.85 dB, Val PSNR canny: 29.85 dB
Epoch 10/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 849.0846s, PSNR sobel: 28.39 dB, PSNR canny: 28.39 dB, Val PSNR sobel: 29.86 dB, Val PSNR canny: 29.87 dB
Epoch 11/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 847.8910s, PSNR sobel: 28.40 dB, PSNR canny: 28.40 dB, Val PSNR sobel: 29.83 dB, Val PSNR canny: 29.88 dB
Epoch 12/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 847.4068s, PSNR sobel: 28.42 dB, PSNR canny: 28.42 dB, Val PSNR sobel: 29.87 dB, Val PSNR canny: 29.89 dB
Epoch 13/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 849.2728s, PSNR sobel: 28.43 dB, PSNR canny: 28.43 dB, Val PSNR sobel: 29.88 dB, Val PSNR canny: 29.88 dB
Epoch 14/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 846.8454s, PSNR sobel: 28.45 dB, PSNR canny: 28.44 dB, Val PSNR sobel: 29.85 dB, Val PSNR canny: 29.87 dB
Epoch 15/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 847.8442s, PSNR sobel: 28.45 dB, PSNR canny: 28.45 dB, Val PSNR sobel: 29.91 dB, Val PSNR canny: 29.91 dB
Epoch 16/24, Loss sobel: 0.0016, Loss canny: 0.0016, Time training: 847.4359s, PSNR sobel: 28.47 dB, PSNR canny: 28.47 dB, Val PSNR sobel: 29.86 dB, Val PSNR canny: 29.87 dB
Epoch 17/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 849.6199s, PSNR sobel: 28.52 dB, PSNR canny: 28.51 dB, Val PSNR sobel: 29.93 dB, Val PSNR canny: 29.93 dB
Epoch 18/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 848.5292s, PSNR sobel: 28.53 dB, PSNR canny: 28.53 dB, Val PSNR sobel: 29.96 dB, Val PSNR canny: 29.95 dB
Epoch 19/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 849.3609s, PSNR sobel: 28.54 dB, PSNR canny: 28.54 dB, Val PSNR sobel: 29.95 dB, Val PSNR canny: 29.94 dB
Epoch 20/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 847.8070s, PSNR sobel: 28.55 dB, PSNR canny: 28.55 dB, Val PSNR sobel: 29.95 dB, Val PSNR canny: 29.95 dB
Epoch 21/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 850.3402s, PSNR sobel: 28.55 dB, PSNR canny: 28.55 dB, Val PSNR sobel: 29.94 dB, Val PSNR canny: 29.94 dB
Epoch 22/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 848.4665s, PSNR sobel: 28.56 dB, PSNR canny: 28.55 dB, Val PSNR sobel: 29.94 dB, Val PSNR canny: 29.94 dB
Epoch 23/24, Loss sobel: 0.0015, Loss canny: 0.0015, Time training: 849.5749s, PSNR sobel: 28.56 dB, PSNR canny: 28.56 dB, Val PSNR sobel: 29.93 dB, Val PSNR canny: 29.92 dB
Epoch 1/24, Loss sobel: 0.0032, Loss canny: 0.0032, Time training: 675.1495s, PSNR sobel: 25.52 dB, PSNR canny: 25.54 dB, Val PSNR sobel: 26.55 dB, Val PSNR canny: 26.57 dB
